index,Job No,Date,Schd Time Start,Schd Time End,Latitude,Longitude,Customer number,Customer Name,Site Name,Address 1,Address 2,City,State,PostCode,Zone,Phone,Qty Scheduled,Qty Serviced,Serv Type,Container Type,Bin Volume,Status,Truck number,Route number,Generate ID,Initial Entry Date,Weight,Prorated Weight,Booking Reference 1,Booking Reference 2,Alternate Ref No 1,Alternate Ref No 2,Alternate Service Ref 1,Alternate Service Ref 2,Notes,Directions,CheckLists,Waste Type,Tip Site,Price,PO,Weekday,RowNum
3905,1058866.01000,2017-07-13,NULL,12:27,151.2090860,-33.8659100,3165.00000,Clarence Tower Pty Ltd,NULL,80 Clarence St,NULL,Merrylands,NSW,2160,NULL,002 9036 6794,2,2,LOOSE,240L,0,C,XVA350,RED,NULL,13/07/17 00:27:22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paper/Cardboard,NULL,0.000,NULL,3,1
2396,1087256.02000,2017-08-12,00:00,00:00,151.1751590,-33.8984700,2976.00000,Macelleria Newtown P/L,NULL,73-75 Enmore Rd,NULL,Newtown,NSW,2042,NULL,0430145691 - Shak,2,2,COL,240L,0.24,C,CF71JM,RLJ,NULL,04/08/17 01:00:27,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bins presented @ corner of Wilford and Enmore Road,NULL,Paper/Cardboard,NULL,11.000,NULL,7,1
816,1060173.01000,2017-07-14,NULL,12:56,151.2086650,-33.8762560,3055.00000,Education Centre of Australia,NULL,160 Sussex St,NULL,Sydney,NSW,2000,NULL,0425 366 162,2,2,LOOSE,240+660,0,C,XVA350,RED,NULL,14/07/17 00:56:44,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bin inside loading dock,NULL,Cardboard,NULL,0.000,NULL,4,1
1151,1087727.01000,2017-08-09,NULL,01:15,151.2054920,-33.8704780,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,3,3,LOOSE,240L,0,C,CJ65PS,BR2,NULL,09/08/17 01:15:33,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,2,1
2142,1087824.01000,2017-08-09,NULL,01:17,151.2052350,-33.8688160,1688.00600,Perpetual Property Services Trust - UTS Yura Building,NULL,702 Harris Street,NULL,Ultimo,NSW,2007,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,09/08/17 01:17:37,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702-730 Harris Street Do not block sensor,NULL,General Waste,NULL,0.000,NULL,2,1
404,1089142.01000,2017-08-10,NULL,01:07,151.2036980,-33.8850240,2107.00000,Park House,NULL,187 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0400 378 293,19,19,LOOSE,BAGS,0,C,CJ65PS,BR2,NULL,10/08/17 01:07:41,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Extras to be added after 9:15PM. Please ensure bins are put away upstairs in bin room add up to the extras for charging.,NULL,General Waste,NULL,0.000,NULL,3,1
389,1089309.01000,2017-08-10,NULL,12:59,151.2021050,-33.8842600,1324.01000,Priority Property Services P/L,NULL,4 Martin Place,NULL,Sydney,NSW,2000,NULL,NULL,4,4,LOOSE,240L,0,C,XVA350,RED,NULL,10/08/17 01:00:22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Swipe card,NULL,Paper/Cardboard,NULL,0.000,NULL,3,1
4176,1090502.01000,2017-08-11,NULL,01:06,151.2210660,-33.9588050,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,11/08/17 01:06:47,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,4,1
4639,1090546.01000,2017-08-11,NULL,01:09,151.2210610,-33.9588170,1021.00600,B.I.C. Services,NULL,68 Pitt Street,NULL,Sydney,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,11/08/17 01:09:57,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bins presented at the rear,NULL,Dry Waste,NULL,0.000,NULL,4,1
5225,1089082.01000,2017-08-10,NULL,01:11,151.2039160,-33.8831860,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,10/08/17 01:11:36,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,3,1
2509,1063062.01000,2017-07-18,NULL,02:42,151.2076180,-33.8649540,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,18/07/17 02:42:39,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,1,1
2826,1091985.01000,2017-08-12,NULL,12:54,151.2081930,-33.8670610,1324.01000,Priority Property Services P/L,NULL,4 Martin Place,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,XVA350,RED,NULL,12/08/17 00:54:50,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Swipe card,NULL,Paper/Cardboard,NULL,0.000,NULL,5,1
3334,1095363.01000,2017-08-16,NULL,01:17,151.2210730,-33.9587630,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,16/08/17 01:17:39,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,2,1
4777,1068612.00000,2017-07-20,NULL,NULL,0.0000000,0.0000000,1142.00300,Little Vienna Stores - Little Vienna Factory,NULL,Unit 28/12 Cecil Road,NULL,Hornsby,NSW,2077,NULL,NULL,1,1,COL,660L,0.66,R,RRR,RRR,19/07/2017-01:01:12-RunGen217,19/07/17 01:01:13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Food Waste,NULL,33.280,NULL,5,1
1797,1096657.01000,2017-08-17,NULL,12:55,151.2210360,-33.9588510,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,17/08/17 00:55:16,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,3,1
5173,1097249.03000,2017-08-15,NULL,22:15,151.2079040,-33.8626380,1438.00700,Solutions Property Services - Stock Exchange,NULL,10 Bridge Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,BAGS,0,C,XPL658,RL9,NULL,15/08/17 22:16:06,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Use swipe card to loading dock in Dalley St (rear lane). TAKE PHOTO EVERY NIGHT FOR EXTRA WASTE COLLECTED!!,NULL,General Waste,NULL,0.000,NULL,3,1
3978,1070655.01000,2017-07-25,NULL,04:45,151.2052510,-33.8688580,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,25/07/17 04:45:13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,1,1
5009,1070727.01000,2017-07-25,NULL,12:07,151.2079120,-33.8627450,2459.00100,Timeless Commercial Cleaning,NULL,228 Pitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,25/07/17 00:07:27,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Inside front door (glass) Pick up between 8:30pm - 9:30pm Bins labeled as """"228 Pitt"""" on the lid.",NULL,General Waste,NULL,0.000,NULL,1,1
4814,1099329.01000,2017-08-19,NULL,01:03,151.2210230,-33.9588280,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,19/08/17 01:03:59,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,5,1
2976,1072546.01000,2017-07-26,NULL,12:00,151.2044170,-33.8821300,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,26/07/17 00:01:30,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,2,1
1739,1099152.00000,2017-08-17,NULL,12:49,151.1212600,-33.7751870,1.00000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,EXC,1.1+240,0,C,CG40UW,RLE,NULL,17/08/17 00:50:22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bales,NULL,0.000,NULL,3,1
4281,1100725.01000,2017-08-20,NULL,23:49,151.2050160,-33.8722450,3055.00000,Education Centre of Australia,NULL,160 Sussex St,NULL,Sydney,NSW,2000,NULL,0425 366 162,1,1,LOOSE,660L,0,C,CC23RU,BR1,NULL,20/08/17 23:49:54,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,bins inside loading dock,NULL,General Waste,NULL,0.000,NULL,1,1
2565,1101172.01000,2017-08-22,NULL,01:20,151.2208380,-33.9586730,1688.00600,Perpetual Property Services Trust - UTS Yura Building,NULL,702 Harris Street,NULL,Ultimo,NSW,2007,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,22/08/17 01:21:12,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702-730 Harris Street Do not block sensor,NULL,General Waste,NULL,0.000,NULL,1,1
4314,1101828.01000,2017-08-20,NULL,21:39,151.1710470,-33.8633500,3009.00000,Darling Deli,NULL,657 Darling St,NULL,Rozelle,NSW,NULL,NULL,0413 410 323 Maria,1,1,LOOSE,240+BOX,0,C,XPL658,RL9,NULL,20/08/17 21:39:23,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bin out the front next to Post Office,NULL,General Waste,NULL,0.000,NULL,1,1
1185,1078277.01000,2017-08-01,NULL,12:07,151.2033760,-33.8811080,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,01/08/17 00:08:08,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,1,1
277,1084110.01000,2017-08-05,NULL,01:36,151.2211040,-33.9588160,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,05/08/17 01:37:01,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,5,1
2742,1091766.01000,2017-08-12,NULL,04:08,151.2099690,-33.8662720,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,12/08/17 04:09:02,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,5,1
2907,1091995.01000,2017-08-12,NULL,12:55,151.2084080,-33.8668890,3165.00000,Clarence Tower Pty Ltd,NULL,76-80 Clarence St,NULL,Sydney,NSW,2000,NULL,002 9036 6794,3,3,LOOSE,240L,0,C,XVA350,RED,NULL,12/08/17 00:55:53,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paper/Cardboard,NULL,0.000,NULL,5,1
239,1093767.01000,2017-08-15,NULL,12:58,151.2091330,-33.8743370,1324.01000,Priority Property Services P/L,NULL,4 Martin Place,NULL,Sydney,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,XVA350,RED,NULL,15/08/17 00:58:49,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Swipe card,NULL,Paper/Cardboard,NULL,0.000,NULL,1,1
5186,1094928.01000,2017-08-18,00:00,00:00,151.2085060,-33.8867640,1674.02300,Wastespec - Lil Darlin Hotel,NULL,420 Elizabeth St,NULL,Surry Hills,NSW,2010,NULL,NULL,2,2,COL,240L,0.24,N,CF71JM,RLJ,NULL,11/08/17 01:02:30,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paper/Cardboard,NULL,0.000,NULL,7,1
5153,1099417.01000,2017-08-19,NULL,01:06,151.2210810,-33.9588100,1688.00600,Perpetual Property Services Trust - UTS Yura Building,NULL,702 Harris Street,NULL,Ultimo,NSW,2007,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,19/08/17 01:07:04,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702-730 Harris Street Do not block sensor,NULL,General Waste,NULL,0.000,NULL,5,1
1524,1101082.01000,2017-08-22,NULL,01:09,151.2203160,-33.9579670,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,22/08/17 01:10:05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,1,1
2165,1101111.01000,2017-08-22,NULL,04:40,151.2053110,-33.8734350,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,22/08/17 04:40:38,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,1,1
4397,1101836.01000,2017-08-20,NULL,21:31,151.1654000,-33.8612290,2813.00000,Baking Sensation,NULL,Shop 1  36-50 Lyons Road,NULL,Drummoyne,NSW,2047,NULL,NULL,1,1,LOOSE,240L,0,C,XPL658,RL9,NULL,20/08/17 21:31:19,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bin Located in IGA Carpark,NULL,General Waste,NULL,0.000,NULL,1,1
1433,1104793.01000,2017-08-22,NULL,22:22,151.1716750,-33.8649640,3049.00000,About Life Pty Ltd (Rozelle),NULL,605 Darling St,NULL,Rozelle,NSW,2039,NULL,0425209774 - Jodie,1,1,LOOSE,240L,0,C,XPL658,RL9,NULL,22/08/17 22:22:25,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Max 40Kg per bin,NULL,Organics,NULL,0.000,NULL,3,1
3330,1105660.01000,2017-08-25,NULL,05:54,151.0315660,-33.8129150,2107.00000,Park House,NULL,187 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0400 378 293,31,31,LOOSE,BAGS,0,C,CJ65PS,BR2,NULL,25/08/17 05:54:56,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Extras to be added after 9:15PM. Please ensure bins are put away upstairs in bin room add up to the extras for charging.,NULL,General Waste,NULL,0.000,NULL,4,1
4354,1108717.01000,2017-08-29,NULL,06:04,151.0316640,-33.8131140,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,29/08/17 09:33:27,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,1,1
1295,1116334.01000,2017-09-05,NULL,12:15,151.2070160,-33.8821280,1688.00600,Perpetual Property Services Trust - UTS Yura Building,NULL,702 Harris Street,NULL,Ultimo,NSW,2007,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,05/09/17 00:15:37,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702-730 Harris Street Do not block sensor,NULL,General Waste,NULL,0.000,NULL,1,1
2327,1118641.01000,2017-09-04,NULL,22:52,151.2125020,-33.8660900,1376.00300,EZKO - Law Courts,NULL,184 Phillip Street,NULL,Sydney,NSW,2000,NULL,Chris - 0406 427 914,1,1,LOOSE,LOOSE,0,C,XPL658,RL9,NULL,04/09/17 22:53:01,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Buzz intercom - reverse down driveway,NULL,General Waste,NULL,0.000,NULL,2,1
1695,1120787.01000,2017-09-08,NULL,05:14,151.0315860,-33.8130070,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,08/09/17 05:14:55,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,4,1
4875,1126944.01000,2017-09-14,NULL,12:14,151.2206120,-33.9582170,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,14/09/17 00:14:58,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,3,1
3566,1133430.01000,2017-09-20,NULL,12:43,151.2080960,-33.8668180,1438.00300,Solutions Property Services,NULL,52 Phillip Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,XVA350,RED,NULL,20/09/17 00:43:22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Access - after 9:30pm. Do not miss.,NULL,Paper/Cardboard,NULL,0.000,NULL,2,1
4692,1137215.01000,2017-09-23,NULL,12:42,151.2036270,-33.8849890,2107.00000,Park House,NULL,187 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0400 378 293,15,15,LOOSE,BAGS,0,C,CJ65PS,BR2,NULL,23/09/17 00:42:11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Extras to be added after 9:15PM. Please ensure bins are put away upstairs in bin room add up to the extras for charging.,NULL,General Waste,NULL,0.000,NULL,5,1
778,1145603.01000,2017-09-30,NULL,02:03,151.1188660,-33.7841100,2354.02400,Dimeo Management,NULL,2-4 Lyonpark Rd,NULL,Macquarie Park,NSW,2113,NULL,Velid - 0431 293 073,7,7,LOOSE,120L,0,C,CG40UW,RLE,NULL,30/09/17 02:04:01,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,swipe card to open boom gate  bin located at the right hand side end of the driveway Pick up between 11pm - 6am,NULL,General Waste,NULL,0.000,NULL,5,1
2474,1049744.01000,2017-07-05,NULL,04:18,151.2081240,-33.8659560,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,05/07/17 04:19:03,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,2,1
529,1055491.01000,2017-07-11,NULL,01:15,151.2016760,-33.8830310,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,11/07/17 01:16:52,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,1,1
882,1064906.01000,2017-07-19,NULL,03:19,151.2117560,-33.8643880,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,19/07/17 03:19:36,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,2,1
4920,1066181.01000,2017-07-20,NULL,01:20,151.2065340,-33.8663220,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,20/07/17 01:20:33,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,3,1
4575,1066949.01000,2017-07-20,NULL,02:55,151.0315570,-33.8129760,2354.02400,Dimeo Management,NULL,2-4 Lyonpark Rd,NULL,Macquarie Park,NSW,2113,NULL,Velid - 0431 293 073,1,1,LOOSE,240L,0,C,CG40UW,RLE,NULL,20/07/17 16:50:48,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,swipe card to open boom gate  bin located at the right hand side end of the driveway Pick up between 11pm - 6am,NULL,General Waste,NULL,0.000,NULL,3,1
3804,1076474.01000,2017-07-29,NULL,01:13,151.2210530,-33.9587980,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,29/07/17 01:13:34,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,5,1
1466,1078309.01000,2017-08-01,NULL,12:08,151.2033180,-33.8811620,1324.00300,Priority Property Services P/L,NULL,50 Margaret Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,01/08/17 00:09:10,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bins at the front of building. After 8:30PM and before 9:30PM  every night Friday included. No extras!,NULL,Dry Waste,NULL,0.000,NULL,1,1
596,1084198.01000,2017-08-05,NULL,01:33,151.2210570,-33.9588140,1688.00600,Perpetual Property Services Trust - UTS Yura Building,NULL,702 Harris Street,NULL,Ultimo,NSW,2007,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,05/08/17 01:34:11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702-730 Harris Street Do not block sensor,NULL,General Waste,NULL,0.000,NULL,5,1
595,1084198.02000,2017-08-05,NULL,01:33,151.2210570,-33.9588140,1688.00600,Perpetual Property Services Trust - UTS Yura Building,NULL,702 Harris Street,NULL,Ultimo,NSW,2007,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,05/08/17 01:34:11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702-730 Harris Street Do not block sensor,NULL,General Waste,NULL,0.000,NULL,5,1
170,1089113.01000,2017-08-10,NULL,06:24,151.0315570,-33.8129130,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,10/08/17 06:24:57,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,3,1
2572,1091739.01000,2017-08-12,NULL,04:07,151.2099690,-33.8662720,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,12/08/17 04:08:13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,5,1
5562,1093554.01000,2017-08-15,NULL,05:36,151.0586560,-33.8431580,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,3,3,LOOSE,240L,0,C,CJ65PS,BR2,NULL,15/08/17 05:36:18,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,1,1
790,1098092.01000,2017-08-18,NULL,12:56,151.2055000,-33.8704310,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,18/08/17 00:57:06,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,4,1
2473,1101143.01000,2017-08-22,NULL,01:19,151.2208790,-33.9586280,1324.00300,Priority Property Services P/L,NULL,50 Margaret Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,22/08/17 01:20:10,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bins at the front of building. After 8:30PM and before 9:30PM  every night Friday included. No extras!,NULL,Dry Waste,NULL,0.000,NULL,1,1
4315,1101830.01000,2017-08-20,NULL,21:39,151.1710470,-33.8633500,3049.00000,About Life Pty Ltd (Rozelle),NULL,605 Darling St,NULL,Rozelle,NSW,2039,NULL,0425209774 - Jodie,1,1,LOOSE,240L,0,C,XPL658,RL9,NULL,20/08/17 21:39:23,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Max 40Kg per bin,NULL,Organics,NULL,0.000,NULL,1,1
4984,1104319.01000,2017-08-24,NULL,12:29,151.2211140,-33.9588280,1688.00600,Perpetual Property Services Trust - UTS Yura Building,NULL,702 Harris Street,NULL,Ultimo,NSW,2007,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,24/08/17 00:29:28,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702-730 Harris Street Do not block sensor,NULL,General Waste,NULL,0.000,NULL,3,1
